Cote,Titre,Auteur,Editeur,Lieu,Annee,Nb pages,Matière,Inventaire
025.5/01,Les services bibliographiques dans le monde 1970 . 1974,BEAUDIQUEZ Marcelle,Unesco,Paris,1977,392,"Références, renseignements",FSR_5644
025.5/02,Les services bibliographiques dans le monde 1965 . 1969,AVICENNE Paul,Unesco,Paris,1972,320,"Références, renseignements",FSR_5823
026/01,Les petites bibliothèques techniques,CAMPBELL D. J,Unesco,Paris,1972,48,Bibliothéconomie,FSR_5804
026/02,Le réseau bibliographique informatisé et l'accès au document,CHAUVEINC Marc,d'Organisation,Paris,1983,296,Bibliothéconomie : documentation,FSR_16934
027_64_/01,Les bibliothèques au Maroc,BENJELLOUN-LAROUI Latifa,Maisonneuve/ Larose,Paris,1990,418,Bibliothèque : Maroc,FSR_21197
027.4/01,Législation relative aux bibliothèques publiques : étude comparative,N.GARDNER Frank,Unesco,Paris,1972,322,Bibliothèques publiques libres,FSR_5802
027/01,Les bibliothèques,MASSON André. SALVAN Paul,Puf,Paris,1975,126,Bibliothèques,FSR_2250
027/02,Normes pour l'établissement des services de bibliothèque : enquête internationale,WITHERS F. N,Unesco,Paris,1975,488,Bibliothèques générales,FSR_5803
02-janv,Bibliothèques et archives : comment se documenter,CHAULEUR Andrée,Economica,Paris,1980,334,Documentation,FSR_6713
02-févr,Manuel du bibliothécaire documentaliste dans les pays en développement,ADBS,Puf,Paris,1981,448,Bibliothéconomie,FSR_8746
02-mars,Ouvrages de référence pour les bibliothèques publiques : répertoire bibliographique,BEAUDIQUEZ Marcelle. BETMERY Annie,Cercle de la Librairie,Paris,1978,212,Bibliothèque,FSR_18172
02-avr,"Un espace pour le livre : guide à l'intention de tous ceux qui créent, aménagent ou rénovent une bibliothèque",GASCUEL Jacqueline,Cercle de la Librairie,Paris,1984,332,bibliothèque,FSR_18173
02-mai,Choix de vedettes matières à l'intention des bibliothèques,BLANC-MONTMAYEUR Martine. DANSET Françoise,Cercle de la Librairie,Paris,1984,284,Bibliothèque,FSR_18171
030.1_159.9_/01t1S,"Univers de la psychologie: champ, histoire et méthodes de la psychologie. t1",PELICIER Yves (s/s dir.),Lidis,Paris,1977,520,Encyclopédie: psychologie,FSR_10201
030.1_159.9_/01t2S,Univers de la psychologie: la vie psychologique normal. t2,PELICIER Yves (s/s dir.),Lidis,Paris,1977,512,Encyclopédie: psychologie,FSR_10203
030.1_159.9_/01t3S,"Univers de la psychologie: le développement psychologique normal, la vie psychologique pathologique. t3",PELICIER Yves (s/s dir.),Lidis,Paris,1977,528,Encyclopédie: psychologie,FSR_10202
030.1_159.9_/01t4S,Univers de la psychologie: les oeuvres et les clés de la vie psychique. t4,PELICIER Yves (s/s dir.),Lidis,Paris,1978,480,Encyclopédie: psychologie,FSR_10200
030.1_159.9_/01t5S,Univers de la psychologie: première partie: le psychologie appliquée. t5,PELICIER Yves (s/s dir.),Lidis,Paris,1978,480,Encyclopédie: psychologie,FSR_10198
030.1_159.9_/01t6S,Univers de la psychologie: la psychologie appliquée 2ème partie: l'autre univers de la psychologie. t6,PELICIER Yves (s/s dir.),Lidis,Paris,1979,472,Encyclopédie: psychologie,FSR_10199
030.1_159.9_/01t7S,"Univers de la psychologie: vocabulaire de psychologie, 2000 termes de psychologie, de psychiatrie et de psychanalyse. t7",PELICIER Yves (s/s dir.),Lidis,Paris,1977,140,Encyclopédie: psychologie,FSR_10204
030.1_1_/01S,Encyclopédie des sciences philosophiques en abrégé,HEGEL,Gallimard,Paris,1970,552,Encyclopédie de la philosophie,FSR_4355
030.1_297_/01t1,Encyclopédie de l'Islam. t1,  ,Maisonneuve/ Larose,Paris,1975,1400,Encyclopédie de l'islam,FSR_115
030.1_297_/01t2,Encyclopédie de l'Islam. t2,LEWIS B. PELLAT Ch. SCHACHT J,Maisonneuve/ Larose,Paris,1965,1178,Encyclopédie de l'islam,FSR_116
030.1_297_/01t3,Encyclopédie de l'Islam. t3,  ,Maisonneuve/ Larose,Paris,1975,1304,encyclopédie de l'islam,FSR_117
030.1_297_/01t4,Encyclopédie de l'Islam. t4,DONZEL E.Van. LEWIS B. PELLAT Ch,Maisonneuve/ Larose,Paris,1978,1226,Encyclopédie de l'islam,FSR_2804
030.1_297_/01t5S,Encyclopédie de l'Islam,  ,Maisonneuve/ Larose,Paris,1986,1256,Encyclopédie: Islam,FSR_21330
030.1_297_/02S,Shorter Encyclopedia of islam,GIBB H.A.P. KRAMERS J.H,Leiden,Netherlands,1974,674,Encyclopédie de l'Islam,FSR_13345
030.1_30_/01S,Encyclopédie de la sociologie : le présent en question,  ,Larousse,Paris,1975,538,Encyclopédie de la sociologie,FSR_4406
030.1_33_/01S,Encyclopédie économique = encyclopedia of economica,GRENNWALD Douglas,Economica,Paris,1984,1226,Encyclopédie économique,FSR_14843
030.1_33_/02S,Encyclopédie de l'économie : le présent en question,  ,Larousse,Paris,1978,466,Encyclopédie économique,FSR_4407
030.1_33_/03t1S,Encyclopédie économique,GREENWALD Douglas,Economica,Paris,1984,548,Encyclopédie économique,FSR_18275
030.1_33_/03t2S,Encyclopédie économique,GREENWALD Douglas,Economica,Paris,1984,1224,Encyclopédie économique,FSR_18414
030.1_34_/01t1S,Encyclopédie Dalloz (droit civil): abandon à baux commerciaux. t1,RAYNAUD Pierre,Jgd,Paris,1983,0,Encyclopédie de droit,FSR_14172
030.1_34_/01t2S,Encyclopédie Dalloz (droit civil): baux d'habitation et professionnels à consentement. t2,RAYNAUD Pierre,Jgd,Paris,1983,0,Encyclopédie de droit,FSR_14173
030.1_34_/01t3S,Encyclopédie Dalloz (droit civil): contrats et conventions à engagement par volonté unilatérale. t3,RAYNAUD Pierre,Jgd,Paris,1983,0,Encyclopédie de droit,FSR_14174
030.1_34_/01t4S,Encyclopédie Dalloz (droit civil): enregistrement et taxe de publicité foncière à LEGS. t4,RAYNAUD Pierre,Jgd,Paris,1983,0,Encyclopédie de droit,FSR_14175
030.1_34_/01t5S,Encyclopédie Dalloz (droit civil): lésion à prêt. t5,RAYNAUD Pierre,Jgd,Paris,1983,0,Encyclopédie de droit,FSR_14176
030.1_34_/01t6S,Encyclopédie Dalloz (droit civil): preuve à responsabilité du fait personnel. t7,RAYNAUD Pierre,Jgd,Paris,1983,0,Encyclopédie de droit,FSR_14177
030.1_34_/01t7S,Encyclopédie Dalloz (droit civil): rétention à warrant agricole. t7,RAYNAUD Pierre,Jgd,Paris,1983,0,Encyclopédie de droit,FSR_14178
030.1_34_/02t1S,Encyclopédie Dalloz (droit pénal): abondant d'enfant ou d'incapable à cinématographique. t1,AYDALOT M,Jgd,Paris,1983,0,Encyclopédie de droit,FSR_14179
030.1_34_/02t2S,Encyclopédie Dalloz (droit pénal): circonstances aggravantes à douanes. t2,AYDALOT M,Jgd,Paris,1983,0,Encyclopédie de droit,FSR_14180
030.1_34_/02t3S,Encyclopédie Dalloz (droit pénal): droit criminel à insignes et emblèmes. t3,AYDALOT M,Jgd,Paris,1983,0,Encyclopédie de droit,FSR_14181
030.1_34_/02t4S,Encyclopédie Dalloz (droit pénal): insoumission à prêt sur gages. t4,AYDALOT M,Jgd,Paris,1983,0,Encyclopédie de droit,FSR_14182
030.1_34_/03t1S,Encyclopédie Dalloz (droit commercial): abordage à brevet d'invention. t1,HEMARD Jean,Jgd,Paris,1983,0,Encyclopédie de droit,FSR_14184
030.1_34_/03t2S,Encyclopédie Dalloz (droit commercial): carte de crédit à facture protestable. t2,HEMARD Jean,Jgd,Paris,1983,0,Encyclopédie de droit,FSR_14185
030.1_34_/03t3S,"Encyclopédie Dalloz (droit commercial): faillite personnelle, règlement judiciaire, liquidation des biens",HEMARD Jean,Jgd,Paris,1983,0,Encyclopédie de droit,FSR_14186
030.1_34_/03t4S,Encyclopédie Dalloz (droit commercial): marchands ambulants et forains à warrant pétrolier. t4,HEMARD Jean,Jgd,Paris,1983,0,Encyclopédie de droit,FSR_14187
030.1_34_/03t5S,Encyclopédie Dalloz (droit commercial). t5,HEMARD Jean,Jgd,Paris,1979,0,Encyclopédie de droit,FSR_4288
030.1_34_/04t1S,Encyclopédie Dalloz (droit des sociétés): action à dividende. t1,LAGARDE G,Jgd,Paris,1983,0,Encyclopédie de droit,FSR_14189
030.1_34_/04t2S,Encyclopédie Dalloz (droit des sociétés): économie mixte. t2,LAGARDE G,Jgd,Paris,1983,0,Encyclopédie de droit,FSR_14188
030.1_34_/04t3S,Encyclopédie Dalloz (droit des sociétés): raison sociale à valeurs mobilières. t3,LAGARDE G,Jgd,Paris,1983,0,Encyclopédie de droit,FSR_14190
030.1_34_/04t4S,Encyclopédie Dalloz (droit des sociétés): formules des principaux actes de sociétés. t4,REYNAUD Charles,Jgd,Paris,1971,0,Encyclopédie de droit,FSR_4292
030.1_34_/05t1S,Encyclopédie Dalloz (droit du travail) : agent d'assurances à contrat de travail à durée indéterminée,LAROQUE Jean. CAMERLYNCK G.H,Jgd,Paris,1983,0,Encyclopédie de droit,FSR_14191
030.1_34_/05t2S,"Encyclopédie Dalloz (droit du travail) : convention collective du travail, médecine du travail. t2",LAROQUE Jean. CAMERLYNCK G.H,Jgd,Paris,1983,0,Encyclopédie de droit,FSR_14192
030.1_34_/05t3S,Encyclopédie Dalloz (droit du travail) : mines à victimes de guerre. t3,LAROQUE Jean. CAMERLYNCK G.H,Jgd,Paris,1983,0,Encyclopédie de droit,FSR_14193
030.1_34_/06t2S,Encyclopédie Dalloz(procédure civile): domicile et demeure à preuve. t2,RAYNAUD Pierre,Jgd,Paris,1983,0,Encyclopédie de droit,FSR_4298
030.1_34_/06t3S,Encyclopédie Dalloz (procédure civile): nullités à vérifications personnelles du juge. t3,RAYNAUD Pierre,Jgd,Paris,1983,0,Encyclopédie de droit,FSR_13239
030.1_34_/07t1S,Encyclopédie Dalloz : droit international. t1,RANCESCAKIS Ph,Jgd,Paris,1968,840,Encyclopédie de droit,FSR_4470
030.1_34_/07t2S,Encyclopédie Dalloz : droit international. t2,FRANCESCAKIS Ph,Jgd,Paris,1969,1044,Encyclopédie de droit,FSR_4471
030.1_34_/07t3S,Encyclopédie Dalloz : droit international. t3,FRANCESCAKIS Ph,Jgd,Paris,1979,298,Encyclopédie de droit,FSR_4472
030.1_34_/08t1S,Encyclopédie Dalloz : nouveau répertoire de droit. t1,VERGE Emmanuel,Jgd,Paris,1962,1152,Encyclopédie de droit,FSR_4303
030.1_34_/08t2S,Encyclopédie Dalloz : nouveau répertoire de droit. t2,VERGE Emmanuel,Jgd,Paris,1963,1128,Encyclopédie de droit,FSR_4304
030.1_34_/08t3S,Encyclopédie Dalloz : nouveau répertoire de droit. t3,VERGE Emmanuel,Jgd,Paris,1964,990,Encyclopédie de droit,FSR_4305
030.1_34_/08t4S,Encyclopédie Dalloz : nouveau répertoire de droit. t4,VERGE Emmanuel,Jgd,Paris,1965,1098,Encyclopédie de droit,FSR_4306
030.1_34_/08t5S,Encyclopédie Dalloz : nouveau répertoire de droit. t5,VERGE Emmanuel,Jgd,Paris,1979,1198,Encyclopédie de droit,FSR_4302
030.1_34_/09t1S,Recueil Dalloz série de doctrine de jurisprudence et de législation (1980). t1,  ,Jgd,Paris,1980,1782,Encyclopédie de droit,FSR_16164
030.1_34_/09t2S,Encyclopédie Dalloz et Sirey de doctrine de jurisprudence et de législation(1981). t2,  ,Jgd,Paris,1981,1743,Encyclopédie de droit,FSR_13237
030.1_34_/09t3S,Encyclopédie Dalloz et Sirey de doctrine de jurisprudence et de législation (1982). t3,  ,Jgd,Paris,1982,1722,Encyclopédie de droit,FSR_13238
030.1_34_/09t4S,Recueil Dalloz et Sirey de doctrine de jurisprudence et de législation (1983). t4,  ,Jgd,Paris,1983,1768,Encyclopédie de droit,FSR_16165
030.1_34_/09t5S,Recueil Dalloz de doctrine de jurisprudence et de législation (1984). t5,  ,Jgd,Paris,1984,1896,Encyclopédie de droit,FSR_16166
030.1_34_/10t1S,Le savoir juridique économique fiscal et politique : droit civil. t1,GRÜNBERG Roland,Edilec,Argenteuil,1982,320,Encyclopédie de droit,FSR_10193
030.1_34_/10t2S,Le savoir juridique économique fiscal et politique : droits particuliers. t2,GRÜNBERG Roland,Edilec,Argenteuil,1982,298,Encyclopédie de droit,FSR_10195
030.1_34_/10t3S,Le savoir juridique économique fiscal et politiques : droit commercial et fiscalité. t3,GRÜNBERG Roland,Edilec,Argenteuil,1982,298,Encyclopédie de droit,FSR_10196
030.1_34_/10t4S,Le savoir juridique économique fiscal et politique : droit public. t4,GRÜNBERG Roland,Edilec,Argenteuil,1982,296,Encyclopédie de droit,FSR_10192
030.1_34_/10t5S,Le savoir juridique économique fiscal et politique : droit pénal. t5,GRÜNBERG Roland,Edilec,Argenteuil,1982,298,Encyclopédie de droit,FSR_10194
030.1_34_/10t6S,Le savoir juridique économique fiscal et politique: économie. t6,GRÜNBERG Roland,Edilec,Argenteuil,1982,299,encyclopédie de droit,FSR_10197
030.1_36_/01t1S,Encyclopédie Jeune Afrique de la famille : donner la vie. t1,  ,Jeune Afrique,Paris,1979,322,encyclopédie de la famille,FSR_2458
030.1_36_/01t2S,Encyclopédie Jeune Afrique de la famille : installer sa maison. t2,  ,Jeune Afrique,Paris,1979,402,encyclopédie de la famille,FSR_2459
030.1_36_/01t3S,Encyclopédie Jeune Afrique de la famille : éduquer son enfant. t3,  ,Jeune Afrique,Paris,1979,312,Encyclopédie de la famille,FSR_2460
030.1_36_/01t4S,Encyclopédie Jeune Afrique de la famille : protéger sa santé. t4,  ,Jeune Afrique,Paris,1980,322,Encyclopédie de la famille,FSR_2461
030.1_36_/01t5S,Encyclopédie Jeune Afrique de la famille : connaître ses droits. t5,  ,Jeune Afrique,Paris,1980,322,Encyclopédie de la famille,FSR_2462
030.1_36_/01t6S,Encyclopédie Jeune Afrique de la famille : tout savoir. t6,  ,Jeune Afrique,Paris,1980,286,Encyclopédie de la famille,FSR_2463
030.1_37_/01t10,The international encyclopedia of higher education. vol 10,KNOWLES Asa,J. Bass,London,1978,5208,Encyclopédie de l'éducation,FSR_3082
030.1_37_/01t1S,The international encyclopedia of higher education. vol 1,KNOWLES Asa,J. Bass,London,1978,576,Encyclopédie de l'éducation,FSR_3073
030.1_37_/01t2S,The international encyclopedia of higher education. vol 2,KNOWLES Asa,J. Bass,London,1978,586,Encyclopédie de l'éducation,FSR_3074
030.1_37_/01t3S,The international encyclopedia of higher education. vol 3,KNOWLES Asa,J. Bass,London,1978,1218,Encyclopédie de l'éducation,FSR_3075
030.1_37_/01t4S,The international encyclopedia of higher education. vol 4,KNOWLES Asa,J. Bass,London,1978,1792,Encyclopédie de l'éducation,FSR_3076
030.1_37_/01t5S,The international encyclopedia of higher education. vol 5,KNOWLES Asa,J. Bass,London,1978,2356,Encyclopédie de l'éducation,FSR_3077
030.1_37_/01t6S,The inetrnational encyclopedia of higher education. vol 6,KNOWLES Asa,J. Bass,London,1978,2942,Encyclopédie de l'éducation,FSR_3078
030.1_37_/01t7S,The international encyclopedia of higher education. vol 7,KNOWLES Asa,J. Bass,London,1978,3452,Encyclopédie de l'éducation,FSR_3079
030.1_37_/01t8S,The international encyclopedia of higher education. vol 8,KNOWLES Asa,J. Bass,London,1978,4052,Encyclopédie de l'éducation,FSR_3080
030.1_37_/01t9S,The international encyclopedia of higher education. vol 9,KNOWLES Asa,J. Bass,London,1978,4588,Encyclopédie de l'éducation,FSR_3081
030.1_3_/01t18S,International encyclopedia of the social sciences. t18,SILLS David,Macmilan,United States,1979,826,Encyclopédie des sciences sociales,FSR_13034
"030.1_3_/01t1,2",International encyclopedia of the social sciences. t1 and t2,SILLS David,Macmilan,United States,1968,1190,Encyclopédie des sciences sociales,FSR_13026
"030.1_3_/01t3,4",International encyclopedia of the social sciences. t3 and 4,SILLS David,Macmilan,United States,1968,1114,Encyclopédie des sciences sociales,FSR_13027
"030.1_3_/01t5,6",International encyclopedia of the social sciences. t5 and 6,SILLS David,Macmilan,United States,1968,1112,Encyclopédie des sciences sociales,FSR_13028
"030.1_3_/01t7,8",International encyclopedia of the social sciences. t7 and t8,SILLS David,Macmilan,United States,1968,1224,Encyclopédie des sciences sociales,FSR_13029
030.1_3_/01t9S,"International encyclopedia of the social sciences. t9,10",SILLS David,Macmilan,United States,1968,1167,Encyclopédie des sciences sociales,FSR_13030
030.1_520_/01t1S,Kodansha encyclopedia of Japan. t1,  ,Kodansha,Japan,1983,360,Encyclopédies générales universelles japonaises,FSR_18111
030.1_520_/01t2S,Kodansha encyclopedia of Japan. t2,  ,Kodansha,Japan,1983,378,Encyclopédies générales universelles japonaises,FSR_18112
030.1_520_/01t3S,Kodansha encyclopedia of Japan. t3,  ,Kodansha,Japan,1983,367,Encyclopédies générales universelles japonaises,FSR_18113
030.1_520_/01t4S,Kodansha encyclopedia of Japan. t4,  ,Kodansha,Japan,1983,388,Encyclopédies générales universelles japonaises,FSR_18114
030.1_520_/01t5S,Kodansha encyclopedia of Japan. t5,  ,Kodansha,Japan,1983,387,Encyclopédies générales universelles japonaises,FSR_18115
030.1_520_/01t6S,Kodansha encyclopedia of Japan. t6,  ,Kodansha,Japan,1983,380,Encyclopédies générales universelles japonaises,FSR_18116
030.1_520_/01t7S,Kodansha encyclopedia of Japan. t7,  ,Kodansha,Japan,1983,382,Encyclopédies générales universelles japonaises,FSR_18117
030.1_520_/01t8S,Kodansha encyclopedia of Japan. t8,  ,Kodansha,Japan,1983,381,Encyclopédies générales universelles japonaises,FSR_18118
030.1_520_/01t9S,Kodansha encyclopedia of Japan. t9,  ,Kodansha,Japan,1983,216,Encyclopédies générales universelles japonaises,FSR_18119
030.1_520_/01t10S,Kodansha encyclopedia of Japan. t10,  ,Kodansha,Japan,1986,61,Encyclopédies générales universelles japonaises,FSR_18120
030.1_52_/01t1S,Encyclopédie scientifique de l'univers : la terre les eaux l'atmosphère. t1,LEVY J,Bordas,Paris,1977,236,Encyclopédie de l'univers,FSR_7336
030.1_52_/01t2S,Encyclopédie scientifique de l'univers : les étoiles le système solaire. t2,  ,Bordas,Paris,1979,294,encyclopédie de l'univers,FSR_7337
030.1_52_/01t3S,Encyclopédie scientifique de l'univers : la galaxie l'univers extragalactique. t3,LEVY J,Bordas,Paris,1980,280,Encyclopédie de l'univers,FSR_7338
