Cote,Titre,Auteur,Editeur,Lieu,Annee,Nb pages,Matière,Inventaire
378/25,"وقائع وتوصيات ندوة ""طرائق التدريس في الجامعات العربية"" التي عقدة في رحاب الجامعة المستنصرية بالجمهورية العراقية في 20 - 22/12/1988",إتحاد الجامعات العربية الأمانة العامة,إتحاد الجامعات العربية,عمان,1988.0,34,التعليم الجامعي,FSR_19833
378/25 مكرر,وقائع وتوصيات ندوة طرائق التدريس في الجامعات العربية التي عقدت في رحاب الحامعة المستنصرية بالجمهورية العراقية في 20 - 22/12/1988,إتحاد الجامعات العربية الأمانة العامة,إتحاد الجامعات العربية,عمان,1988.0,34,التعليم الجامعي,FSR_19832
57/05 مكرر,المؤتمر العلمي الثاني لعلوم الحياة,إتحاد الحياتين العرب,كلية العلوم,فاس,1982.0,356,ندوات,FSR_13741
061.3/28 مكرر,المؤتمر العلمي العربي الثاني لعلوم الحياة كلية العلوم فاس 17 - 20 مارس 1982,إتحاد الحياتيين العرب,كلية العلوم,فاس,1982.0,356,العلوم البيولوجية,FSR_13741
57/05,المؤتمر العلمي العربي الثاني لعلوم الحياة كلية العلوم فاس 17 - 20 مارس 1982,إتحاد الحياتيين العرب,كلية العلوم,فاس,1982.0,356,العلوم البيولوجية,FSR_13742
336.6/05,العمليات المصرفية الدولية,إتحاد المصارف العربية,إتحاد المصارف العربية والفرنسية,باريس,1978.0,217,تمويل المؤسسات الإقتصادية,FSR_12550
336.6/14,برنامج التسويق المصرفي,إتحاد المصاريف العربية,إتحاد المصاريف العربية دار النفائس,بيروت,1977.0,263,تمويل المؤسسات الاقتصادية,FSR_12643
631/13,وقائع ندوة تكامل انتاج حبوب الخبز في الوطن العربي,إتحاد مجالس البحث العلمي العربية,اتحاد مجالس البحث العلمي العربية,بغداد,1983.0,199,الهندسة الزراعية,FSR_12460
66/07,دور أجهزة البحث العلمي العربية في عمليةالتنمية القومية: وقائع الندوة المنعقدة في عمان للمدة 5-7-2-1979,إتحاد مجالس البحث العلمي العربية,إتحاد مجالس البحث العلمي العربية,بغداد,1981.0,139,البحث العلمي,FSR_12494
167/12,براءات الأختراع في نشاطات البحث العلمي,"إتحاد مجالس البحث العلمي العربية, الأمانة العامة",إتحاد مجالس البحث العلمي العربية,بغداد,1983.0,109,البحث العلمي,FSR_12578
378/21,دراسات العلوم الأساسية: الندوة الأولى لعمداء كليات العلوم بالجامعات العربية جامعة القاهرة فبراير 1972,إتحادالجامعات العربية. الأمانة العامة,إتحاد الجامعات العربية,القاهرة,1972.0,416,التعليم العالي,FSR_23158
002/12,بناء المكانز وتطويرها,"إتيم, محمود أحمد",مركز التوثيق والمعلومات جامعة الدول العربية,تونس,1987.0,372,علم التوثيق,FSR_18082
343.2/04,جريمة رشوة الموظف العمومي في التشريع المغربي,"أجوييد, أحمد",دار الرشاد الحديثة,البيضاء,1983.0,267,القانون الجنائي,FSR_15170
93_927/22,دراسات في تاريخ الدولة العربية,"أحمد أبو ضيف, مصطفى",دار النشر المغربية,البيضاء,1983.0,551,تاريخ العرب,FSR_13271
621.385.833/01,المبادىء الأساسية للتحضير المجهري الضوئي,"أحمد الحاج, حميد",دار جون وايلي وأبنائه,نيويورك,1982.0,137,المجهر الضوئي,FSR_12415
93_468.1_/02مكرر,ناصر الدين على القوم الكافرين (مختصر رحلة الشهاب إلى لقاء الأحباب),أحمد بن قاسم الحجري الأندلسي,منشورات كلية الآداب والعلوم الانسانية,الدار البيضاء,1987.0,167,تاريخ الأندلس,FSR_29053
621.316.1/02,نظم القدرة الكهربائية ومبادئ عملها,"أحمد حمندوش, عمر",جامعة حلب,حلب,1992.0,672,الشبكات الكهربائية,FSR_26414
659/12,نظم الإتصال: الإعلام في الدول النامية,"أحمد رشتي, جهان",دار الفكر العربي,القاهرة,1972.0,192,الإعلام,FSR_22540
301.08/01 مكرر,مناهج الدراسات الاجتماعية,"أحمد سعادة, جودت",درا العلم للملايين,بيروتذ,1984.0,703,علم الاجتماع: البحث الاجتماعي,FSR_17019
301.08/01,مناهج الدراسات الاجتماعية,"أحمد سعاده, جودت",دار العلم للملايين,بيروت,1984.0,703,علم الاجتماع: البحث الاجتماعي,FSR_15724
912/06,أساسيات الخرائط الجيولوجية,"أحمد شعت, نعيم",مطابع جامعة الملك سعود,المملكة العربية السعودية,1995.0,185,خرائط,FSR_6951
937/01,مصادر التاريخ الروماني,"أحمد علي, عبد اللطيف",دار النهضة العربية,بيروت,1980.0,241,تاريخ الرومان,FSR_15182
949.5/04,التاريخ اليوناني (العصر الهللادي),"أحمد علي, عبد اللطيف",دار النهضة العربية,بيروت,1971.0,841,تاريخ اليونان,FSR_15213
159.922.8/01,سيكولوجية التوافق النفسي ومستوى الطموح : دراسة مقارنة بين الجنسين في مرحلة المراهقة بالمغرب,"أحمد مرحاب, صلاح",دار الآمان,الرباط,1989.0,250,علم النفس,FSR_20961
30/29,محاضرات في علم الإجتماع,"أحمد مسلم, عدنان",مطبعة الاتحاد,دمشق,1991.0,362,علم الإجتماع,FSR_24521
301.07/01,دراسات في علم الاجتماع الريفي,"أحمد مسلم, عدنان",المطبعة الجديدة,دمشق,1988.0,316,علم الاجتماع القروي,FSR_24392
953.68/02,تاريخ الكويت. الجزء الثاني: القسم الأول,"أحمد مصطفى, أبو حاكمة",مطبعة حكومة الكويت,الكويت,1973.0,272,تاريخ الكويت,FSR_12612
964/131,النشاط الاقتصادي في المغرب الاسلامي خلال القرن السادس الهجري,"أحمد موسى, عز الدين",دار الشروق,القاهرة,1983.0,429,تاريخ المغرب,FSR_17361
378.1/04,النساء المسلمات والتعليم العالي: من أجل إقامة مؤسسات منفصلة للنساء,"أحمد, أنيس",مكتب التربية العربي لدول الخليج,الرياض,1987.0,110,التعليم الجامعي,FSR_17932
378.1/04 مكرر,النساء المسلمات والتعليم العالي: من أجل إقامة مؤسسات منفصلة للنساء,"أحمد, أنيس",مكتب التربية العربي لدول الخليج,الرياض,1987.0,110,التعليم الجامعي,FSR_17931
801/57,حركة التأليف باللغة العربية في الإقليم الشمالي الهندي في القرنين الثامن والتاسع عشر,"أحمد, جميل",منشورات وزارة الثقافة والإرشاد القومي,دمشق,1977.0,647,فقه اللغة,FSR_5517
31/11,مبادئ الإحصاء النظري,"أحمد, صلاح",منشورات جامعة دمشق,دمشق,1992.0,265,الإحصاء,FSR_24749
82-31_567/01,الأدب القصصي في العراق منذ الحرب العالمية الثانية : اتجاهاته الفكرية وقيمه الفنية,"أحمد, عبد الإله",منشورات وزارة الإعلام,بغداد,1977.0,371,الرواية العراقية,FSR_14497
93:297/78,تاريخ المغرب العربي الاسلامي,"أحمد, علي",منشورات دمشق,دمشق,1992.0,262,تاريخ الإسلام,FSR_24440
937/03,مصادر التاريخ الروماني,"أحمد, علي عبد اللطيف",دار النهضة العربية,بيروت,1970.0,241,التاريخ الروماني,FSR_17353
30/03,علم الاجتماع الريفي,"أحمد, علي فؤاد",دار النهظة العربية,بيروت,1981.0,438,علم الاجتماع القروي,FSR_9459
577.9/03,المدخل الى علم الجنين الجزيئي,"أحمد, ناظم",جامعة حلب,سوريا,1992.0,343,بيولوجية النمو,FSR_25381
82-1/29,باب البحر,"أخريف, المهدي",المؤسسة العربية للدراسات والنشر,بيروت,1983.0,90,ديوان شعري,FSR_13261
82-91/10,رسالة تداعي الحيوانات على الإنسان,إخوان الصفا,دار الآفاق الجديدة,بيروت,1977.0,271,الأدب الشعبي,FSR_9138
7.033.3/03,مقدمة عن آثار المملكة العربية السعودية,إدارة الآتار والمتاحف,وزارة المعارف,السعودية,1975.0,178,الفن الإسلامي,FSR_3187
35/85,الكتاب التوثيقي لندوة: إدارة الصيانة في الأجهزة الحكومية (المشكلات والحلول),إدارة البرامج العليا,معهد الإدارة العامة,الرياض,1995.0,294,القانون الإداري,FSR_27696
712/01,الحدائق: هندسة وتنسيق,"إدريس, رشيد",الدار الجامعية,بيروت,1986.0,543,هندسة الحدائق,FSR_22491
1/92,مابعد الحداثة: انفجار عقل أواخر القرن. النص: الفسعة المضيئة,"أدهم, سامي",دار كتابات,بيروت,1994.0,224,فلسفة,FSR_26976
82.09/35,فصول في الادب والنقد والتاريخ,"أدهم, علي",الهيئة المصرية العامة للكتاب,القاهرة,1979.0,259,النقد الادبي,FSR_15949
82-1/101 ج2,الأعمال الشعرية الكاملة,"آدونيس, علي أحمد سعيد",دار العودة,بيروت,1985.0,726,ديوان شعري,FSR_19729
82-1/100 ج1,الأعمال الشعرية الكاملة,"أدونيس, علي أحمد سعيد",دار العودة,بيروت,1985.0,597,ديوان شعري,FSR_19728
82-1/28,شهوة تتقدم في خرائط المادة,"أدونيس, علي أحمد سعيد",دار توبقال للنشر,الدار البيضاء,1987.0,84,ديوان شعري,FSR_18361
82-1/60 ج1,الآثار الكاملة,"أدونيس, علي أحمد سعيد",دار العودة,بيروت,1981.0,532,ديوان شعري,FSR_15844
82-1/61 ج2,الآثار الكاملة,"أدونيس, علي أحمد سعيد",دار العودة,بيروت,1981.0,673,ديوان شعري,FSR_15841
